id,title,view,label
1537,"['uin', 'maliki', 'malang', 'rujuk', 'kampus', 'islam']",252,kurang_populer
1538,"['pekan', 'jembatan', 'tlogomas', 'saxopohone', 'buka']",333,kurang_populer
1539,"['kunjung', 'wisatawan', 'mentok', 'persen']",211,kurang_populer
1540,"['duet', 'kh', 'chamzawi', 'kh', 'isroqunnajah', 'pimpin', 'nu', 'kota', 'malang']",349,kurang_populer
1541,"['nasib', 'pegawai', 'honorer']",290,kurang_populer
1542,"['habis', 'duel', 'terbit', 'romantisme', 'tim', 'persija', 'arema', 'fc']",328,kurang_populer
1543,"['sertifikasi', 'aset', 'kota', 'batu', 'sisa', 'bidang']",152,kurang_populer
1544,"['pemkab', 'malang', 'target', 'sertifikasi', 'aset', 'tuntas']",239,kurang_populer
1545,"['aset', 'daerah', 'sertifikasi', 'pemkot', 'pemkab', 'malang']",324,kurang_populer
1546,"['covid', 'kabupaten', 'malang', 'tinggi', 'empat', 'sejatim']",217,kurang_populer
1547,"['catat', 'tanggal', 'universitas', 'widyagama', 'gelar', 'vaksinasi', 'booster', 'massal']",195,kurang_populer
1548,"['cerita', 'rizky', 'dwi', 'febrianto', 'cepat', 'sembuh', 'cedera']",208,kurang_populer
1549,"['mirama', 'fashion', 'runway', 'tanda', 'luncur', 'coffee', 'cafe', 'grand', 'mercure', 'malang']",267,kurang_populer
1550,"['mendag', 'tegas', 'subsidi', 'minyak', 'goreng', 'curah', 'sasar', 'pasar']",268,kurang_populer
1551,"['wujud', 'smart', 'citytp', 'pkk', 'pemkot', 'malang', 'launching', 'sam', 'gepun', 'basa']",190,kurang_populer
1552,"['britama', 'fstvl', 'hadir', 'agam', 'hadiah', 'kendara', 'listrik', 'asli', 'indonesia']",165,kurang_populer
1553,"['mentas', 'sosok', 'panji', 'suroso', 'tanda', 'bangkit', 'seni', 'taman', 'krida', 'budaya']",185,kurang_populer
1554,"['edar', 'sabusabupedagang', 'buah', 'pasar', 'balen', 'ancam', 'penjara']",349,kurang_populer
1555,"['indonesia', 'singapura', 'erat', 'kerja', 'pariwisata', 'transisi', 'energi']",244,kurang_populer
1556,"['wali', 'kota', 'malang', 'resmi', 'rumah', 'restorative', 'justice', 'orooro', 'dowo']",247,kurang_populer
1557,"['tema', 'logo', 'resmi', 'hut', 'kota', 'malang', 'resmi', 'dilaunching']",177,kurang_populer
1558,"['pt', 'goto', 'gojek', 'tokopedia', 'tbk', 'umum', 'ipo', 'harga', 'saham', 'rp']",217,kurang_populer
1559,"['tuai', 'hasil', 'transformasi', 'digital', 'nilai', 'transaksi', 'bri', 'tumbuh']",188,kurang_populer
1560,"['bal', 'united', 'vs', 'arema', 'fc', 'laga', 'krusial', 'buru', 'juara', 'liga']",224,kurang_populer
1561,"['gercep', 'bpjamsostek', 'santun', 'tanggung', 'awat', 'korban', 'pltp', 'dieng']",222,kurang_populer
1562,"['digrojok', 'rp', 'jalan', 'area', 'gor', 'muluslus']",303,kurang_populer
1563,"['mendag', 'pantau', 'langsung', 'produksi', 'migor', 'distribusi', 'masyarakat']",226,kurang_populer
1564,"['perintah', 'ambil', 'selesai', 'air', 'asia', 'aiww']",198,kurang_populer
1565,"['kirim', 'uang', 'antarnegara', 'tukar', 'valas', 'beli', 'tiket', 'praktis', 'pakai', 'brimo']",182,kurang_populer
1566,"['ngebut', 'kota', 'mobil', 'ajar', 'tabrak', 'kendara', 'loncat', 'median']",347,kurang_populer
1567,"['warga', 'sungai', 'kutuk', 'bebas', 'limbah', 'rumah', 'tangga']",200,kurang_populer
1568,"['kota', 'batu', 'stok', 'vaksin', 'booster', 'habis', 'februari']",324,kurang_populer
1569,"['dandim', 'forpimda', 'damping', 'menko', 'pmk', 'tinjau', 'lokasi', 'ungsi', 'relokasi']",295,kurang_populer
1570,"['bootcamp', 'planet', 'umkm', 'ajang', 'efektif', 'hilir', 'produk', 'kampus', 'masyarakat']",205,kurang_populer
1571,"['sopir', 'truk', 'demo', 'tahan', 'revisi', 'odol']",284,kurang_populer
1572,"['doa', 'umkm', 'indonesia', 'bangkit', 'pandemi', 'airlangga', 'doa', 'ulama', 'sulsel']",318,kurang_populer
1573,"['perkara', 'sidang', 'notariskorban', 'tipu', 'kondotel', 'bluebells', 'pilih', 'damai']",263,kurang_populer
1574,"['wasapada', 'angka', 'celaka', 'jalan', 'raya']",274,kurang_populer
1575,"['airlangga', 'kunci', 'golkar', 'menang', 'mutlak', 'indonesia', 'timur', 'sulsel']",210,kurang_populer
1576,"['kota', 'malang', 'darurat', 'regulasi', 'center', 'of', 'halal', 'tourism']",200,kurang_populer
1577,"['perempuan', 'internasional', 'gojek', 'komitmen', 'cipta', 'ruang', 'publik', 'aman']",339,kurang_populer
1578,"['holding', 'ultra', 'mikro', 'bentuk', 'brigade', 'madani', 'sebar', 'daya', 'tumbuh']",228,kurang_populer
1579,"['realistis', 'arema', 'fc', 'alih', 'bidik', 'kompetisi', 'asia']",169,kurang_populer
1580,"['presiden', 'arema', 'fc', 'baik', 'performa', 'musim']",249,kurang_populer
1581,"['atas', 'macet', 'pemkot', 'serius', 'lebar', 'jalan', 'tunggulwulung']",325,kurang_populer
1582,"['anggar', 'awat', 'jalan', 'habis']",293,kurang_populer
1583,"['musik', 'nasional', 'wawali', 'kaji', 'gagas', 'wajib', 'ajar', 'kunjung', 'museum']",275,kurang_populer
1584,"['sidang', 'leceh', 'seksual', 'sekolah', 'spi', 'hakim', 'tolak', 'acara', 'saksi', 'korban']",235,kurang_populer
1585,"['hasil', 'survey', 'golkar', 'kuasa', 'sumatera', 'jawa', 'airlangga', 'capres', 'atas']",157,kurang_populer
1586,"['waspada', 'edar', 'ganja', 'sasar', 'usia', 'edar', 'kakap', 'bekuk']",327,kurang_populer
1587,"['kota', 'batu', 'nihil', 'jalan', 'kota', 'tinggal']",166,kurang_populer
1588,"['jalan', 'biang', 'macet', 'kota', 'status', 'tinggal']",224,kurang_populer
1589,"['duel', 'arema', 'fc', 'kontra', 'persib', 'warna', 'absen', 'main', 'kunci']",184,kurang_populer
1590,"['waspada', 'ribu', 'warga', 'lansia', 'komorbid']",162,kurang_populer
1591,"['tebing', 'tol', 'pandaanmalang', 'ambrol', 'jalur', 'tutup', 'pagi', 'normal']",213,kurang_populer
1592,"['obat', 'kecewa', 'batal', 'ptmsekolah', 'gelar', 'sosialisasi', 'wali', 'murid']",151,kurang_populer
1593,"['kecewa', 'layan', 'kantor', 'pdam', 'pakis']",265,kurang_populer
1594,"['airlangga', 'hai', 'pemuda', 'muhammaddiyah', 'kur', 'umkm', 'ayo', 'berwirausaha']",166,kurang_populer
1595,"['muncul', 'metaverse', 'bri', 'layan', 'perban', 'unik']",273,kurang_populer
1596,"['good', 'news', 'arah', 'jokowi', 'karantina', 'jemaah', 'umrah', 'ppln', 'hari']",291,kurang_populer
1597,"['catat', 'naik', 'harga', 'bahan', 'pangan', 'prediksi', 'april']",328,kurang_populer
1598,"['pekan', 'dibukarambu', 'jembatan', 'tunggulmas', 'hilang', 'pkl', 'liar', 'muncul']",241,kurang_populer
1599,"['korban', 'tabrak', 'lari', 'guru', 'madin', 'tewas']",164,kurang_populer
1600,"['konsumsi', 'listrik', 'warga', 'malang', 'tingkat', 'tanda', 'ekonomi', 'geliat']",162,kurang_populer
1601,"['antusiasme', 'cinta', 'sepak', 'bola', 'dorong', 'bangkit', 'umkm', 'bal']",311,kurang_populer
1602,"['aplikasi', 'familiar', 'layan', 'darurat', 'psc', 'nganggurnya']",260,kurang_populer
1603,"['tampung', 'total', 'kendara', 'konsep', 'kelola', 'parkir', 'mcc', 'tunggu', 'kaji']",198,kurang_populer
1604,"['wisata', 'boon', 'pring', 'kenal', 'konsep', 'hajat', 'tematik', 'nuansa', 'ekowisata']",168,kurang_populer
1605,"['buru', 'wisata', 'kota', 'batu', 'homestay', 'obral', 'diskon', 'baru', 'menu', 'kuliner']",277,kurang_populer
1606,"['langgan', 'arena', 'balap', 'liar', 'jalan', 'soehat', 'pasang', 'speed', 'trap']",273,kurang_populer
1607,"['pekan', 'sergio', 'silva', 'tambah', 'motivasi']",268,kurang_populer
1608,"['kuat', 'branding', 'wisata', 'budaya', 'disparta', 'gelar', 'tunjuk', 'wayang']",333,kurang_populer
1609,"['tip', 'lahan', 'tani', 'kota', 'malang', 'petan', 'sisa', 'persen']",330,kurang_populer
1610,"['kuat', 'sanitasi', 'tujuh', 'lurah', 'kota', 'malang', 'suntik', 'dana', 'pusat']",322,kurang_populer
1611,"['bisnis', 'wealth', 'management', 'bri', 'tumbuh', 'positif', 'januari']",307,kurang_populer
1612,"['kota', 'batu', 'sebar', 'omicron', 'varian', 'delta']",223,kurang_populer
1613,"['sebar', 'kabupaten', 'capai', 'angka', 'mati', 'rendah']",235,kurang_populer
1614,"['tryout', 'sbmptn', 'jawa', 'pos', 'radar', 'malang', 'primagama', 'ikut', 'ribu', 'ajar']",306,kurang_populer
1615,"['hormat', 'nyepi', 'arema', 'fc', 'pilih', 'libur', 'hari']",281,kurang_populer
1616,"['jalan', 'lubang', 'makan', 'korban']",303,kurang_populer
1617,"['rp', 'miliar', 'renovasi', 'wisata', 'mandi', 'songgoriti']",158,kurang_populer
1618,"['sekolah', 'ptm', 'ketua', 'mkks', 'smp', 'tegas']",339,kurang_populer
1619,"['airlangga', 'moga', 'kelola', 'sumber', 'daya', 'air', 'nasional', 'rasa', 'warga']",205,kurang_populer
1620,"['latih', 'arema', 'fc', 'bicara', 'juara']",213,kurang_populer
1621,"['manajemen', 'arema', 'fc', 'wait', 'and', 'see', 'sanksi', 'bagas', 'adi', 'nugroho']",349,kurang_populer
1622,"['orientasi', 'ramah', 'lingkung', 'kredit', 'bri', 'sektor', 'renewable', 'energy', 'tumbuh']",177,kurang_populer
1623,"['wisata', 'bromo', 'tutup']",167,kurang_populer
1624,"['geger', 'kabar', 'santri', 'lolos', 'culi']",342,kurang_populer
1625,"['jaga', 'momentum', 'tingkat', 'ekspor', 'kemendag', 'pacu', 'produk', 'daya', 'saing']",301,kurang_populer
1626,"['kota', 'batu', 'daftar', 'haji', 'turun', 'drastis']",300,kurang_populer
1627,"['jadwal', 'berangkat', 'buram', 'animo', 'daftar', 'haji']",284,kurang_populer
1628,"['gaji', 'guru', 'honorer', 'nekat', 'cari', 'tambah', 'tebang', 'tebu', 'ilegal']",320,kurang_populer
1629,"['jurus', 'hanif', 'sjahbandi', 'tahan', 'bugar', 'bri', 'liga']",308,kurang_populer
1630,"['airlangga', 'konflik', 'komitmen', 'eropa', 'kuat', 'sinergi', 'apresiasi']",283,kurang_populer
1631,"['habis', 'migordaging', 'harga', 'cabai']",240,kurang_populer
1632,"['gelar', 'rupst', 'bri', 'bagi', 'dividen', 'rp', 'triliun']",230,kurang_populer
1633,"['libur', 'stasiun', 'kota', 'malang', 'terminal', 'arjosari', 'sepi']",250,kurang_populer
1634,"['gandeng', 'prokids', 'club', 'indonesiakodim', 'gelar', 'vaksinasi', 'ribu', 'dosis', 'booster']",281,kurang_populer
1635,"['jaga', 'fokus', 'arema', 'fc', 'batal', 'rencana', 'libur', 'latih']",261,kurang_populer
1636,"['pemkab', 'malang', 'canang', 'bangun', 'puskesmas', 'modern']",280,kurang_populer
1637,"['bupati', 'sanusi', 'beber', 'pesan', 'presiden', 'jokowi']",217,kurang_populer
1638,"['duh', 'tuntas', 'migor', 'harga', 'daging', 'cabai', 'ikut', 'rangkak']",262,kurang_populer
1639,"['arema', 'fc', 'potensi', 'turun', 'peringkat']",288,kurang_populer
1640,"['jual', 'ori', 'capai', 'rp', 'triliun', 'bri', 'sukses', 'rangkul', 'ribu', 'investor']",246,kurang_populer
1641,"['jaga', 'aman', 'bumi', 'arema', 'polisi', 'gandeng', 'ulama']",329,kurang_populer
1642,"['ppkm', 'level', 'terap', 'tahu', 'langgar', 'prokes', 'langsung', 'bap']",215,kurang_populer
1643,"['arkeolog', 'telusur', 'jejak', 'situs', 'srigading']",177,kurang_populer
1644,"['hadap', 'ledak', 'anggur', 'pemkab', 'malang', 'bantu', 'cari', 'prakerja']",328,kurang_populer
1645,"['pandemi', 'malang', 'raya', 'anggur', 'pemda', 'laku']",289,kurang_populer
1646,"['kunjung', 'banda', 'aceh', 'mendag', 'pantau', 'kembang', 'harga', 'minyak', 'goreng']",318,kurang_populer
1647,"['rakor', 'migor', 'sumut', 'mendag', 'lutfi', 'laku', 'timbun', 'tindak']",250,kurang_populer
1648,"['cangkrukan', 'teras', 'rumah', 'tewas', 'disruduk', 'pikap']",261,kurang_populer
1649,"['tanggap', 'bencana', 'gempa', 'pasaman', 'barat', 'posko', 'bri', 'peduli', 'bantu', 'warga', 'dampak']",223,kurang_populer
1650,"['ratus', 'produsen', 'tempe', 'kabupaten', 'malang', 'mogok', 'produksi']",300,kurang_populer
1651,"['segar', 'dprd', 'kota', 'malang', 'rombak', 'susun', 'alat', 'lengkap', 'dewan']",319,kurang_populer
1652,"['persen', 'kerja', 'usia', 'produktif', 'getol', 'cair', 'jht', 'alas']",261,kurang_populer
1653,"['cedera', 'yudo', 'paksa', 'musim', 'cepat']",234,kurang_populer
1654,"['jaga', 'pola', 'makan', 'istirahat', 'jurus', 'jayus', 'hariono', 'fit']",284,kurang_populer
1655,"['pantau', 'migor', 'sumbar', 'mendag', 'distribusi', 'lancar', 'pasok', 'cukup']",263,kurang_populer
1656,"['perintah', 'pasti', 'penuh', 'bahan', 'pangan', 'operasi', 'pasar', 'pasar', 'murah']",190,kurang_populer
1657,"['airlangga', 'terima', 'aspirasi', 'panjang', 'jabat', 'jokowi', 'tani', 'sawit']",347,kurang_populer
1658,"['persib', 'panas', 'papan', 'eduardo']",188,kurang_populer
1659,"['polres', 'malang', 'pimpin', 'ajudan', 'kapolri']",220,kurang_populer
1660,"['paksa', 'absen', 'fortes', 'percaya', 'arema', 'fc', 'garang']",302,kurang_populer
1661,"['hadap', 'baya', 'arema', 'fc', 'perhati', 'khusus', 'sektor', 'sayap']",284,kurang_populer
1662,"['erick', 'thohir', 'daya', 'umkm', 'bri', 'lokomotif', 'ekonomi', 'prorakyat']",302,kurang_populer
1663,"['covid', 'kabupaten', 'malang', 'landai', 'kunci']",326,kurang_populer
1664,"['arema', 'fc', 'pilih', 'enjoy', 'geber', 'siap', 'hadap', 'baya']",345,kurang_populer
1665,"['lawan', 'baya', 'tangguh', 'lini', 'arema', 'fc', 'uji']",247,kurang_populer
1666,"['kendali', 'aktif', 'covid', 'akselerasi', 'vaksinasi', 'disiplin', 'prokes']",336,kurang_populer
1667,"['singo', 'edan', 'menang', 'lawan', 'bajul', 'ijo', 'mustahil']",175,kurang_populer
1668,"['uang', 'masjid', 'raib', 'gondol', 'maling']",199,kurang_populer
1669,"['duta', 'hijab', 'latih', 'jalan', 'catwalk', 'cantik']",196,kurang_populer
1670,"['proyeksi', 'tumbuh', 'jangka', 'buyback', 'bbri', 'sentimen', 'positif']",206,kurang_populer
1671,"['edukasi', 'mahasiswa', 'umm', 'sabet', 'medali', 'nasional', 'poster', 'cegah', 'covid']",314,kurang_populer
1672,"['hotel', 'hantam', 'gelombang', 'pandemi', 'jilid', 'okupansi', 'langsung', 'terjun', 'bebas']",337,kurang_populer
1673,"['investasi', 'jaring', 'xl', 'axiata', 'tingkat', 'customer', 'experience', 'digitalisasi']",283,kurang_populer
1674,"['telan', 'rp', 'film', 'tema', 'pandemi', 'karya', 'malvocs', 'sukses', 'angkat', 'citra', 'smk']",233,kurang_populer
1675,"['wuss', 'malam', 'rumah', 'timpa', 'pohon', 'akibat', 'angin', 'puyuh']",149,kurang_populer
1676,"['cidera', 'video', 'warna', 'afida', 'putri', 'pariwisata', 'nusantara']",235,kurang_populer
1677,"['customer', 'moladin', 'resmi', 'kantor', 'area', 'jatim', 'malang']",256,kurang_populer
1678,"['potensi', 'airlangga', 'bupati', 'gresik', 'bupati', 'tembaga']",337,kurang_populer
1679,"['kamis', 'smpn', 'resmi', 'siswa', 'daring']",251,kurang_populer
1680,"['pria', 'spesialis', 'copet', 'hibur']",184,kurang_populer
1681,"['membludak', 'pasien', 'covid', 'isoter', 'ijen', 'geser', 'skb']",161,kurang_populer
1682,"['kalah', 'madura', 'united', 'arema', 'fc', 'aman', 'puncak', 'klasemen']",320,kurang_populer
1683,"['stop', 'bullying', 'fokus', 'usul', 'musrenbang', 'tematik', 'anak']",228,kurang_populer
1684,"['fokus', 'digital', 'investor', 'millenial', 'wealth', 'management', 'bri', 'tingkat']",259,kurang_populer
1685,"['lombok', 'rekomendasi', 'hotel', 'cantik', 'lombok']",237,kurang_populer
1686,"['sertifikat', 'tanah', 'gratis', 'orang']",151,kurang_populer
1687,"['antisipasi', 'rs', 'lapang', 'ijen', 'penuh', 'rumah', 'isoter', 'skb', 'operasi']",305,kurang_populer
1688,"['laga', 'arema', 'fc', 'versus', 'madura', 'united', 'maju']",235,kurang_populer
1689,"['pulih', 'ekonomi', 'global', 'lanjut', 'presidensi', 'indonesia']",340,kurang_populer
1690,"['perdana', 'ratus', 'mitra', 'driver', 'malang', 'kursus', 'gratis', 'gopay']",295,kurang_populer
1691,"['eduardo', 'almeida', 'harga', 'latih', 'baik']",324,kurang_populer
1692,"['demo', 'protes', 'warna', 'sidang', 'perdana', 'leceh', 'seksual', 'sekolah', 'spi']",214,kurang_populer
1693,"['drainase', 'kota', 'kepanjen', 'masalah']",277,kurang_populer
1694,"['rampok', 'daihatsu', 'sigra', 'alumni', 'lapas', 'lowokwaru']",335,kurang_populer
1695,"['harga', 'kedelai', 'siapsiap', 'tempe', 'malang', 'langka', 'pasar']",304,kurang_populer
1696,"['tumbuh', 'ri', 'masuk', 'negara', 'dapat', 'tengah']",194,kurang_populer
1697,"['waspada', 'lur', 'januari', 'jenazah', 'covid', 'makam']",151,kurang_populer
1698,"['andal', 'konsumen', 'musim', 'hujan', 'gojek', 'bekal', 'mitra', 'jas', 'hujan']",316,kurang_populer
1699,"['pfi', 'malang', 'gelar', 'talk', 'show', 'bedah', 'buku', 'foto', 'trisnadi', 'marjan']",304,kurang_populer
1700,"['musim', 'arema', 'fc', 'momentum', 'juara']",279,kurang_populer
1701,"['rekor', 'balekambang', 'kunjung', 'ribu', 'wisatawan', 'hari']",257,kurang_populer
1702,"['unggul', 'sita', 'arema', 'fc', 'aman', 'puncak', 'klasemen', 'liga']",251,kurang_populer
1703,"['pertamina', 'grand', 'prix', 'of', 'indonesia', 'energi', 'berani', 'lesat']",231,kurang_populer
1704,"['final', 'duta', 'hijab', 'radar', 'malang', 'pilih', 'mayoritas', 'kenyang', 'alam']",243,kurang_populer
1705,"['komposisi', 'casa', 'tembus', 'biaya', 'dana', 'bri', 'efisien']",237,kurang_populer
1706,"['nikmat', 'internetan', 'bebas', 'worry', 'smartfren', 'unlimited', 'nonstop']",198,kurang_populer
1707,"['buybackjadi', 'cermin', 'optimisme', 'saham', 'bbri', 'proyeksi', 'sentuh', 'level', 'ribu']",152,kurang_populer
1708,"['lawan', 'sita', 'arema', 'fc', 'unbeaten']",197,kurang_populer
1709,"['ragam', 'jurus', 'kendali', 'omicorn', 'panjang', 'ppkm', 'vaksinasi', 'prokes']",312,kurang_populer
1710,"['rehab', 'pasar', 'bululawang', 'rp', 'juta', 'meter', 'persegi']",206,kurang_populer
1711,"['talenta', 'wirausaha', 'bsi', 'darat', 'malang', 'ajak', 'wirausaha', 'muda', 'kelas']",299,kurang_populer
1712,"['komitmen', 'perintah', 'lindung', 'kerja', 'jkp', 'jht']",299,kurang_populer
1713,"['layan', 'jiwa', 'pulang']",152,kurang_populer
1714,"['aman', 'tahta', 'liga', 'arema', 'fc', 'minimal', 'butuh', 'poin']",155,kurang_populer
1715,"['xenia', 'sruduk', 'motor', 'warung', 'kios', 'bruak', 'tewas', 'pasutri', 'pakisaji']",158,kurang_populer
1716,"['persen', 'covid', 'identifikasi', 'omicron']",295,kurang_populer
1717,"['viral', 'banjir', 'eks', 'tpa', 'lowokdoro', 'dewan', 'bukti', 'pemkot', 'perhati']",331,kurang_populer
1718,"['atlet', 'sepatu', 'roda', 'kabupaten', 'malang', 'target', 'medali', 'emas', 'porprov']",248,kurang_populer
1719,"['tinjau', 'produksi', 'kri', 'teluk', 'palu', 'airlangga', 'komitmen', 'dukung', 'industri', 'kapal']",334,kurang_populer
1720,"['daya', 'sahabat', 'bisnis', 'buahbuahan', 'tilep', 'rp', 'miliar']",189,kurang_populer
1721,"['bri', 'pacu', 'transformasi', 'digital', 'luas', 'jangkau', 'nasabah']",284,kurang_populer
1722,"['semangat', 'ajar', 'siswa', 'luring', 'daring', 'rendah']",321,kurang_populer
1723,"['alfarizi', 'dominasi', 'catat', 'minutes', 'play', 'arema', 'fc']",289,kurang_populer
1724,"['mazhab', 'jurnalisme']",320,kurang_populer
1725,"['pasok', 'via', 'ekspedisi', 'arak', 'bal', 'pesan', 'warga', 'dampit', 'digrebek', 'bea', 'cukai']",227,kurang_populer
1726,"['antisipasi', 'klaster', 'kampus', 'senin', 'ub', 'kuliah', 'daring']",255,kurang_populer
1727,"['jelang', 'tampil', 'turki', 'arema', 'fc', 'women', 'banyak', 'referensi', 'calon', 'lawan']",273,kurang_populer
1728,"['duet', 'erickkhofifah', 'rawan', 'berkah', 'prestasi', 'inovatif']",167,kurang_populer
1729,"['sidak', 'mal', 'kabaharkam', 'anggap', 'prokes', 'jalan']",172,kurang_populer
1730,"['pulih', 'global', 'kuat', 'tingkat', 'kolaborasi', 'world', 'bank']",176,kurang_populer
1731,"['siswa', 'sma', 'dempo', 'positif', 'covid']",219,kurang_populer
1732,"['reuni', 'kecilkecilan', 'fabiano', 'penggawa', 'persiraja']",294,kurang_populer
1733,"['produksi', 'minum', 'tangkal', 'covid']",185,kurang_populer
1734,"['tujuh', 'sma', 'kota', 'malang', 'sumbang', 'aktif', 'covid']",233,kurang_populer
1735,"['nakes', 'kontrak', 'kota', 'malang', 'jalan', 'tempat']",200,kurang_populer
1736,"['akselerasi', 'pulih', 'pariwisata', 'ekonomi', 'kreatif', 'sinergi', 'lintas', 'sektor']",228,kurang_populer
1737,"['benefit', 'dapat', 'simhae', 'korean', 'bbq', 'all', 'you', 'can', 'eat']",317,kurang_populer
1738,"['temu', 'fragmen', 'bentuk', 'kepala', 'lawang']",304,kurang_populer
1739,"['ijti', 'pengda', 'jatim', 'kejar', 'aktual', 'lupa', 'filter']",169,kurang_populer
1740,"['aji', 'malang', 'wajib', 'disiplin', 'verifikasi', 'patuh', 'kode', 'etik']",332,kurang_populer
1741,"['hpn', 'airlangga', 'pers', 'bantu', 'selamat', 'negeri', 'hoaks', 'pandemi']",200,kurang_populer
1742,"['pfi', 'malang', 'media', 'mainstream', 'pegang', 'fungsi', 'checker']",164,kurang_populer
1743,"['pwi', 'malang', 'raya', 'informasi', 'percaya', 'media', 'mainstream']",266,kurang_populer
1744,"['gubes', 'uin', 'maliki', 'bahas', 'etika', 'teknologi', 'cipta', 'sdm', 'unggul']",241,kurang_populer
1745,"['usaha', 'uu', 'ciptaker', 'jamin', 'pasti', 'iklim', 'usaha', 'reformasi', 'struktural']",305,kurang_populer
1746,"['bri', 'himbau', 'masyarakat', 'waspada', 'investasi', 'ilegal']",184,kurang_populer
1747,"['kemendag', 'dukung', 'presidensi', 'katalis', 'pulih', 'ekonomi', 'global']",219,kurang_populer
1748,"['perintah', 'dorong', 'bijak', 'turun', 'miskin', 'ekstrem', 'wilayah']",206,kurang_populer
1749,"['malang', 'landa', 'kali', 'bencana', 'alam']",313,kurang_populer
1750,"['persada', 'launching', 'klinik', 'fertilitas', 'solusi', 'pasutri', 'buah', 'hati']",191,kurang_populer
1751,"['uin', 'maliki', 'malang', 'rujuk', 'kampus', 'islam']",296,kurang_populer
1752,"['pekan', 'jembatan', 'tlogomas', 'saxopohone', 'buka']",163,kurang_populer
1753,"['kunjung', 'wisatawan', 'mentok', 'persen']",320,kurang_populer
1754,"['duet', 'kh', 'chamzawi', 'kh', 'isroqunnajah', 'pimpin', 'nu', 'kota', 'malang']",153,kurang_populer
1755,"['nasib', 'pegawai', 'honorer']",236,kurang_populer
1756,"['habis', 'duel', 'terbit', 'romantisme', 'tim', 'persija', 'arema', 'fc']",211,kurang_populer
1757,"['sertifikasi', 'aset', 'kota', 'batu', 'sisa', 'bidang']",224,kurang_populer
1758,"['pemkab', 'malang', 'target', 'sertifikasi', 'aset', 'tuntas']",219,kurang_populer
1759,"['aset', 'daerah', 'sertifikasi', 'pemkot', 'pemkab', 'malang']",334,kurang_populer
1760,"['covid', 'kabupaten', 'malang', 'tinggi', 'empat', 'sejatim']",233,kurang_populer
1761,"['catat', 'tanggal', 'universitas', 'widyagama', 'gelar', 'vaksinasi', 'booster', 'massal']",312,kurang_populer
1762,"['cerita', 'rizky', 'dwi', 'febrianto', 'cepat', 'sembuh', 'cedera']",285,kurang_populer
1763,"['mirama', 'fashion', 'runway', 'tanda', 'luncur', 'coffee', 'cafe', 'grand', 'mercure', 'malang']",289,kurang_populer
1764,"['mendag', 'tegas', 'subsidi', 'minyak', 'goreng', 'curah', 'sasar', 'pasar']",165,kurang_populer
1765,"['wujud', 'smart', 'citytp', 'pkk', 'pemkot', 'malang', 'launching', 'sam', 'gepun', 'basa']",251,kurang_populer
1766,"['britama', 'fstvl', 'hadir', 'agam', 'hadiah', 'kendara', 'listrik', 'asli', 'indonesia']",181,kurang_populer
1767,"['mentas', 'sosok', 'panji', 'suroso', 'tanda', 'bangkit', 'seni', 'taman', 'krida', 'budaya']",325,kurang_populer
1768,"['edar', 'sabusabupedagang', 'buah', 'pasar', 'balen', 'ancam', 'penjara']",336,kurang_populer
1769,"['indonesia', 'singapura', 'erat', 'kerja', 'pariwisata', 'transisi', 'energi']",329,kurang_populer
1770,"['wali', 'kota', 'malang', 'resmi', 'rumah', 'restorative', 'justice', 'orooro', 'dowo']",255,kurang_populer
1771,"['tema', 'logo', 'resmi', 'hut', 'kota', 'malang', 'resmi', 'dilaunching']",155,kurang_populer
1772,"['pt', 'goto', 'gojek', 'tokopedia', 'tbk', 'umum', 'ipo', 'harga', 'saham', 'rp']",185,kurang_populer
1773,"['tuai', 'hasil', 'transformasi', 'digital', 'nilai', 'transaksi', 'bri', 'tumbuh']",282,kurang_populer
1774,"['bal', 'united', 'vs', 'arema', 'fc', 'laga', 'krusial', 'buru', 'juara', 'liga']",253,kurang_populer
1775,"['gercep', 'bpjamsostek', 'santun', 'tanggung', 'awat', 'korban', 'pltp', 'dieng']",291,kurang_populer
1776,"['digrojok', 'rp', 'jalan', 'area', 'gor', 'muluslus']",223,kurang_populer
1777,"['mendag', 'pantau', 'langsung', 'produksi', 'migor', 'distribusi', 'masyarakat']",241,kurang_populer
1778,"['perintah', 'ambil', 'selesai', 'air', 'asia', 'aiww']",248,kurang_populer
1779,"['kirim', 'uang', 'antarnegara', 'tukar', 'valas', 'beli', 'tiket', 'praktis', 'pakai', 'brimo']",177,kurang_populer
1780,"['ngebut', 'kota', 'mobil', 'ajar', 'tabrak', 'kendara', 'loncat', 'median']",317,kurang_populer
1781,"['warga', 'sungai', 'kutuk', 'bebas', 'limbah', 'rumah', 'tangga']",199,kurang_populer
1782,"['kota', 'batu', 'stok', 'vaksin', 'booster', 'habis', 'februari']",325,kurang_populer
1783,"['dandim', 'forpimda', 'damping', 'menko', 'pmk', 'tinjau', 'lokasi', 'ungsi', 'relokasi']",267,kurang_populer
1784,"['bootcamp', 'planet', 'umkm', 'ajang', 'efektif', 'hilir', 'produk', 'kampus', 'masyarakat']",233,kurang_populer
1785,"['sopir', 'truk', 'demo', 'tahan', 'revisi', 'odol']",189,kurang_populer
1786,"['doa', 'umkm', 'indonesia', 'bangkit', 'pandemi', 'airlangga', 'doa', 'ulama', 'sulsel']",262,kurang_populer
